title,content,date,label,news_id
"""마약은 안돼요"" 흥국생명, 그룹홈 청소년 대상 '마약 예방교욱' 지원","흥국생명과 서울시 마약퇴치운동본부의 전문강사가 그룹홈 청소년을 대상으로 마약 예방교육을 진행하고 있다. 사진=흥국생명 제공 [파이낸셜뉴스] 흥국생명은 서울 소재 그룹홈 중∙고등학생 30여 명을 초청하여 ‘마약 예방교육’을 진행했다고 11일 밝혔다.   원가정이 해체된 아동·청소년을 위한 소규모 공동 생활가정 '그룹홈' 청소년을 대상으로 진행된 이번 교육은 최근 사회적 이슈로 제기된 청소년들의 마약 노출에 대한 경각심을 높이기 위해 기획됐다.   서울시 마약퇴치운동본부 전문강사의 협조로 마약 오남용 및 중독의 위험성을 경고하는 등의 맞춤형 교육이 진행됐으며, 중독성이 높은 유해약물 및 불법 마약류 오남용 예방교육 및 청소년 온라인 마약 중독의 실태를 공유하는 시간을 가졌다.   흥국생명 사회공헌담당자는 “그룹홈 청소년들의 안정적인 사회적 자립을 위해서 이러한 마약 예방 교육은 필수”라며 “앞으로도 그룹홈 아동들을 위한 다양한 나눔 활동을 이어 나갈 계획”이라고 말했다.",20230811,금융,news_1
"대상, 2Q 영업익 30% ↓…""라이신 소재부문 부진 영향""(상보)","영업익 336억원…전년 동기 比 30.8% ↓""원가 절감 및 경영 효율 나서…미국·동남아 사업 확장""대상 로고.(대상 제공)(서울=뉴스1) 신민경 기자 = 대상(001680)의 2분기 영업이익이 전년 동기 대비 30% 감소했다. 소재부문 사업 부진 영향이 컸던 것으로 분석된다.대상은 올해 2분기 연결 기준 336억원의 영업이익을 기록했다고 11일 밝혔다. 이는 전년 동기 대비 30.8% 감소한 규모다.같은 기간 매출액은 1조37억원으로 전년 동기 대비 2.1% 줄었다. 당기순이익은 전년 동기 대비 6.6% 감소한 268억원으로 집계됐다.올해 상반기 영업이익은 585억원으로 전년 동기 대비 35.9% 감소했다. 같은 기간 매출액은 0.9% 줄어든 1조9932억원이다. 반기순이익은 전년 동기 대비 약 30% 줄어든 576억원이다.대상은 영업이익 감소에 대해 소재부문 라이신 시장 판가 하락 및 수요가 줄어든 영향으로 설명했다. . 또 지난해 상반기 라이신 업황 호조에 따라 기저부담으로 감소폭이 확대됐다.매출이 소폭 성장한 데에는 조미료·장류·소스류 등 주요 품목 매출이 증가한 것이 주효했다.대상 관계자는 ""전사 원가절감 및 경영효율에 나설 계획""이라며 ""사업 수익성 강화, 소재 스페셜티 등 고부가가치 제품 확대에도 집중할 예정""이라고 말했다.이어 ""글로벌 주력 품목인 김치, 소스, 간편식을 강화하겠다""며 ""미국 및 동남아 시장 사업도 확장할 방침""이라고 덧붙였다.",20230811,금융,news_2
'60억달러' 이란 동결자금 해제…기업·우리은행에 미치는 영향은," 에브라힘 라이시 이란 대통령이 13일(현지시각) 중남미 순방 중 니카라과 마나과에 있는 아우구스토 C. 산디노 국제공항서 전용기를 내리고 있다./사진=뉴스1(AFP)미국과 이란이 동결 자금 해제를 합의하면서 한국에 동결됐던 이란 자금 약 60억달러(약 7조9500억원)가 해외로 이동할 것으로 보인다. 이란의 동결자금은 한국은행과 IBK기업은행, 우리은행 등에 분산된 상태다. 수조원이 돈이 한꺼번에 빠져나갈 경우 은행에 미치는 영향은 상당할 것으로 전망된다. 11일 미국 뉴욕타임스(NYT) 등에 따르면 미국이 이란 내 미국인 수감자를 석방하는 대가로 한국 내 이란 동결 자금을 해제하기로 합의했다. NYT는 소식통을 인용해 2년 넘게 협상을 진행한 끝에 미국이 이란 교도소에 수감된 미국인들을 석방하는 조건으로 한국에 묶여 있는 이란의 원유 수출 대금 60억달러의 동결을 풀어주기로 했다고 전했다.동결자금은 한국은행과 IBK기업은행, 우리은행 등이 보유하고 있다. 한은에는 이란 멜라트은행이 맡긴 초과지급준비금이 약 3조원에 달하는 것으로 알려졌다. 은행은 지급준비제도에 따라 대량 예금인출 등을 대비해 중앙은행에 일정 비율로 현금을 예치한다. 초과지준금은 법정비율 이상으로 맡긴 자금을 의미한다. 이란 멜라트은행은 2018년부터 재개된 미국의 제재로 정상거래를 할 수 없게 되자 한은에 돈을 맡겼다. 법정비율 이상으로 맡기면서 대부분이 초과지준금으로 분류됐다. 2019년초 1230억원 수준이었던 초과지준금은 그해 6월 3조2520억원까지 급격히 늘었다. 지난 5월 초과지준금은 3조3500억원으로 대부분 이란 자금으로 추산된다. 기업은행과 우리은행은 이란과 교역에서 사용된 원화결제 계좌를 갖고 있다.  2010년 미국이 이란과 달러 거래를 금지하면서 이란과 교역은 원화결제시스템으로 이뤄졌다. 이후 자금이 동결되면서 기업은행과 우리은행에 이란 중앙은행 명의로 개설된 원화계좌도 묶인 상태다.수조원에 이르는 이란 동결자금이 한꺼번에 빠져나갈 경우 기업은행과 우리은행에 미치는 영향은 작지 않을 것으로 보인다. 당장 수조원의 자금을 마련해야 할 뿐만 아니라 운용 중인 자산이 줄어드는 효과도 있어서다. 동결지금에 이자도 지급해야 한다. 2012년 이란과 협상을 통해 은행 측은 당시 연 1.6% 수준의 금리를 적용하기로 합의한 바 있다. 상대적으로 낮은 금리의 자금이 빠져나가 앞으로의 조달비용 상승도 우려해야 한다. 또 제3국 등으로 자금을 옮기기 위해서는 원화 달러나 유로로 환전해야 하는데, 단기간에 수조원이 환전될 경우 환율에도 영향을 미칠 수 있다. 금융업계 관계자는 ""장기간 자금이 동결됐기 때문에 은행에서는 장기 운용상품으로 관리했을 수 있다""며 ""갑자기 자금을 내줘야 하면 운용자금 간의 미스매치가 발생할 수 있어 한은에 동결된 자금이 먼저 움직일 수 있다""고 말했다. 이와 관련 해당 은행 관계자는 ""고객의 자산은 규모나 금리, 운용 방식을 알려줄 수 없다""고 말했다. 이어 ""미국과 이란 등의 관련국 간의 협의 결과에 따라 결정되는 사안""이라며 ""결정된 사항을 이행하는 금융기관으로서는 협의내용에 관해 아는 바가 없다""고 덧붙였다. 아울러 아직 동결 자금이 어떤 방식으로 풀리는지도 불명확한 상태다. 외교당국은 ""문제가 원만히 해결되길 바란다""는 정도의 입장만 밝힌 상태다. 금융당국 관계자는 ""은행 규모가 크기 때문에 해당 자금이 빠져나간다고 해도 건전성에 크게 무리가 오지는 않을 것""이라고 설명했다. ",20230811,금융,news_3
"미술품·한우 조각투자, 연간 투자한도 부동산보다 '강하게'","도산절연 안되는 투자계약증권'부동산·음원저작권' 신탁수익증권보다 강한 규제[서울=뉴시스]우연수 기자 = 이달 미술품·한우 조각투자 시장이 본격적으로 열린 가운데, 일반투자자의 연간 최대 투자금액이 얼마로 규제될지 업체들의 관심이 쏠리고 있다. 투자 한도가 사업과 시장 크기를 좌우할 수 있는 민감한 규제 중 하나기 때문이다.일단 현재 미술품·한우 조각투자에는 연간 투자한도가 따로 없으며 '특례'로 들어온 부동산·음악 저작권 조각투자업체들은 연간 2000만원 투자 한도를 적용받고 있다. 다만 내년 토큰증권 등 법령이 정비되면 상황은 반전될 것으로 보인다. 금융당국은 도산절연 등 상품 특성별 위험도를 고려해, 미술품·한우 조각투자에서의 최대 투자한도를 부동산과 음악 저작권 투자보다 강하게 잡는다는 계획이다.11일 금융당국에 따르면 금융위원회는 최근 국회에 발의된 '토큰증권' 도입 법안 등이 통과되고 나면 투자자 보호를 위해 일반투자자들의 투자한도를 정할 예정이다. 조각투자상품이 증권사 등 별도의 장외중개업 인가를 받은 금융사를 통해 시장 유통될텐데, 이때 투자자들의 연간 투자 한도를 제한한다는 방침이다.금융위 관계자는 ""제일 처음 발행 시장에서 투자를 결정하는 사람보다 2차 거래를 하는 사람들은 어떤 실물 자산에 대한 투자계약인지에 관심이 덜하고 정보에 취약한 경우가 많다""며 ""유통시장 투자자들의 리스크는 당국이 좀 더 관리해줄 필요가 있다고 생각해 투자한도를 정할 예정""이라고 했다.특히 당국은 수익증권에 비해 도산절연, 비정형성 측면에서 투자위험이 높은 투자계약증권의 투자한도를 더 낮은 수준으로 정할 예정이다. 차이를 두는 이유는 도산절연 등 투자자 리스크가 다르기 때문이라는 설명이다. 금융당국에 따르면 신탁수익증권은 도산절연이 된다. 부동산 조각투자 업체들(카사·루센트블록·펀블 등)이 망해도 신탁사가 있는 한 투자자산과 투자자 수익권 자체는 보호된다는 의미다. 신탁수익증권이란 신탁한 자산에서 발생하는 수익을 나눠 가질 권리를 말한다. 반면 투자계약증권은 발행사가 망하면 돈을 받을 수 있는 권리가 없어질 수 있다.투자한도 차이에 따라 업계 간 희비도 갈릴 것으로 보인다. 조각투자는 소액으로도 빌딩, 음악 저작권, 미술품 등에 투자하는 것인 만큼 전문투자자보다는 2030세대 등 일반투자자를 타깃으로 한다. 이에 연간 투자 가능 한도가 사업 규모에 영향을 미치는 영향이 크다.특히 현재 일반투자자의 연간 최대 투자한도가 2000만원에 묶여있는 부동산 조각투자 업체들은 줄곧 투자한도 상향을 원해왔다. 거래 규모에 제한이 걸리니 시장 규모가 커지기 어렵다는 것이다. 이들은 한시적 특례 제도인 금융 샌드박스(혁신금융서비스)로 조건부 인가를 받은 상태기 때문에 투자자 보호를 위한 한도가 정해진 상태다. 자본시장법상 제도 내 안착한 미술품, 한우 조각투자 업체들도 지금 당장은 투자한도를 따로 적용받지 않지만, 내년 토큰증권 제도 등이 완비된 후 투자한도가 얼마로 규제될지 촉각을 기울이고 있다. 당국은 부동산이나 음악 저작권보다는 강한 규제를 적용할 것을 예고한 상태다.금융위 관계자는 ""투자계약증권이 본격적으로 유통이 가능해지는 건 내년 말 정도가 될 것""이라며 ""유통이 허용될 때는 투자자 한도를 적용할텐데, 상당히 타이트한 한도가 적용될 것""이라고 말했다.",20230811,금융,news_4
"한화생명, 올 2분기 당기순익 1564억…전년比 180%↑","별도기준 영업익 59.3% 감소한 602억원 기록[이데일리 유은실 기자] 한화생명(088350)은 별도기준 올해 2분기 당기순이익이 전년 대비 180.01% 증가한 1564억원을 기록했다고 11일 잠정 공시했다.(사진=한화생명)같은 기간 별도기준 영업이익은 59.3% 감소한 602억원을 기록했고, 매출은 47.71% 감소한 2조4874억원으로 집계됐다.연결기준 당기순익과 영업이익은 2403억원, 1586억원을 기록하며 전년 대비 각각 24.58%, 65.38% 줄었다. 매출액 역시 39.72% 감소한 4조9253억원으로 집계됐다.",20230811,금융,news_5
"'연금도 랩어카운트로'...미래에셋증권, 개인연금 랩 500억 돌파","미래에셋증권은 개인연금 랩 잔고가 500억 원을 넘어섰다고 11일 밝혔다.미래에셋증권은 지난해 6월 증권사 최초로 개인연금 랩 서비스를 출시햇으며, 올해 들어 잔고가 큰 폭으로 증가했다. 작년 말 17억 원 수준이던 잔고는 지난 7일 기준 500억 원을 돌파하며 약 7개월 만에 2,800% 수준 성장했다. 업계 점유율은 97%에 달한다.미래에셋증권 측은 ""비대면 가입 서비스를 개시한데다 글로벌 금융시장 불안이 연초부터 지속되며 운용능력이 우수한 미래에셋증권에 일임하고자 하는 니즈가 확대된 것으로 보인다""고 설명했다.미래에셋증권 개인연금 랩은 시장 상황에 맞게 개인연금 자산을 미래에셋증권의 전문운용역이 알아서 관리해주는 서비스로, 미래에셋의 글로벌 네트워크와 연금자산관리 역량을 바탕으로 글로벌 자산배분전략을 실행, 꾸준한 장기성과를 추구한다. 또한 정기적인 포트폴리오 리밸런싱(재조정)이 이뤄지며 가입 이후에도 총 4가지 유형 중에서 변경이 가능한 게 특징이다.박건엽 고객자산운용본부장은 ""전체 계약 중 38%가 모바일 앱으로 계약이 이루어졌다는 점은 기존 일대일 대면 중심의 랩어카운트 가입절차가 점차 비대면으로 변화하고 있다는 것""이라며, ""영상통화를 통해 본인이 원하는 시간에 맞춰 연금컨설턴트와 편하게 상담을 받고 투자 결정을 할 수 있다는 점에서 큰 호응을 얻고 있다""고 말했다.",20230811,금융,news_6
"대상, 2Q 영업익 336억원…전년 동기 比 30.8% ↓(1보)",매출액 1조37억원…전년 동기 比 2.1% ↓대상 로고.(대상 제공)(서울=뉴스1) 신민경 기자 = 대상(001680)은 올해 2분기 연결 기준 336억원의 영업이익을 기록했다고 11일 밝혔다. 이는 전년 동기 대비 30.8% 감소한 규모다.같은 기간 매출액은 1조37억원으로 전년 동기 대비 2.1% 줄었다. 당기순이익은 전년 동기 대비 6.6% 감소한 268억원으로 집계됐다.올해 상반기 영업이익은 585억원으로 전년 동기 대비 35.9% 감소했다. 같은 기간 매출액은 0.9% 줄어든 1조9932억원이다. 반기순이익은 전년 동기 대비 약 30% 줄어든 576억원이다.,20230811,금융,news_7
"우리금융, 태풍 피해 이재민 특별금융‧구호물품 지원","우리금융그룹이 태풍 피해지역의 신속한 복구와 재기를 지원하기 위해 금융지원을 실시한다. ⓒ우리금융그룹[디지털데일리 권유승 기자] 우리금융그룹은 태풍 카눈 피해지역의 신속한 복구와 재기를 지원하고자 각 계열사별로 경영안정 특별자금 등 금융지원을 실시한다고 11일 밝혔다.우리은행은 2000억원 규모의 자금을 편성하여 태풍 카눈 피해를 입은 소상공인을 포함한 중소기업에게 ▲대출금리 최대 1.5%p 감면 ▲분할상환 대출 원리금 상환 최대 3개월 유예 ▲대출만기 연장 ▲수출환어음 부도처리 유예기간도 기존 60일에서 90일로 연장하는 등의 금융지원을 실시한다.또 태풍 피해를 입은 고객에게 ▲개인별 최대 2000만원의 긴급 생활자금 대출 지원 ▲대출금리 최대 1%p 감면 혜택 ▲예적금 중도해지시 약정이자 지급 ▲송금 및 출금 수수료 면제 등 금융비용 감면도 지원한다.우리카드도 태풍 피해 고객에게 ▲카드 결제대금 최대 6개월까지 납부 상환 유예 ▲태풍 피해 발생 후 생긴 결제대금 연체에 대한 연체이자 면제 및 연체기록 삭제 ▲카드론, 신용대출, 현금서비스 등 기본금리 30% 우대혜택을 제공한다.우리금융캐피탈은 태풍 피해 고객의 ▲대출 원금 상환 최대 6개월까지 유예 ▲태풍 피해 후 발생한 연체대출에 한해 연체 정리 시 연체이자 면제 등을 실시한다.우리금융저축은행은 ▲대출 원리금 상환 3개월 유예 ▲대출만기 최대 6개월 등을 지원한다.우리금융은 대한적십자사를 통해 태풍 피해를 입은 이재민에게 담요, 운동복 및 생활용품(수건, 칫솔, 양말, 화장지 등)으로 구성된 긴급구호세트를 배포하고 구호급식차량을 피해지역에 파견하여 이재민과 복구인력을 위해 식사를 제공할 예정이다.임종룡 우리금융 회장은 “태풍 카눈으로 피해를 입은 지역 주민들을 위해 우리금융은 다양한 지원을 계속할 것”이라며 “그룹사가 모두 합심하여 추가적인 지원방안을 모색하는 등 피해복구에 총력을 다할 것”이라고 말했다.",20230811,금융,news_8
맘편히 묻어둘 돈 … 금융株 투자해 배당 챙겨볼까,"정기예금 이자 뛰어넘는 '은행 투자' 전략지난해 하반기 이후 은행 예금 금리가 제법 올랐다곤 하지만 은행을 통해 보다 많은 '이자'를 받는 방법이 있다. 바로 은행이나 은행을 자회사로 둔 상장 금융사에 투자하는 방법이다. 현재 국내 금융주는 건전성 관련 금융당국의 규제 리스크를 감안해 이익 규모 대비 주가가 저평가돼 있는 상태다. 반면 이익이 많이 나는 만큼 배당도 많이 주다 보니 투자 원금 대비 짭짤한 배당수익률을 올릴 수 있다. 다만 주가 변동에 따른 원금 손실 위험이 있기 때문에 10년 이상 묵혀둘 수 있는 여유자금을 보유한 장기 투자자에게나 적합한 방식이라는 점에 주의해야 한다.11일 매일경제가 상장사인 KB·신한·하나·우리 등 국내 4대 금융지주와 IBK기업은행의 연간 시가 배당수익률을 조사해보니 5.78(KB금융)~9.70%(우리금융)에 달했다. 시가 배당수익률이란 현재 주가 대비 연간 지급하는 배당금 비율을 뜻한다. 시가는 7월 말 종가를 기준으로 했으며 배당금은 지난해 총배당금으로 산정했다.예를 들어 KB금융 주식 1주를 지난달 말 종가인 5만1000원에 산 주주는 연간 2950원의 배당금을 받을 것으로 기대된다. 매해 동일한 배당금이 이자처럼 꼬박꼬박 들어온다면 연 5.78% 이자를 받는 것과 동일한 경제적 효과를 누릴 수 있다.반면 국내 4대 은행별 1년 만기 정기예금 대표 상품 금리(지난달 실제 취급 평균 금리 기준)는 3.59~3.75%에 머무르고 있다. 은행에 돈을 맡기는 것보다 은행의 주주가 돼 배당금을 받는 것이 훨씬 이득인 것이다.국내 은행 계열 금융지주들은 최근 배당금을 늘리고 있다. 최근 시중금리가 올라가고 있다 보니 실적이 좋아지며 이익 규모도 연일 사상 최대를 경신하고 있다. 이익이 늘어나면 주주들에게 되돌려줄 배당금도 그만큼 늘어난다. 4대 금융지주와 기업은행은 최근 배당성향을 25% 안팎으로 꾸준히 유지하고 있다. 배당성향은 전체 순이익 중 주주들에게 되돌려주는 배당금 규모 비중을 뜻한다. 전체 순이익 중 25%가량을 꼬박꼬박 주주들에게 배당하고 있다는 뜻이다.일례로 알짜 배당주로 소문난 기업은행은 2020년 당기순이익 1조5357억원 중 3729억원을 주주들에게 배당으로 돌려주며 배당성향 24.28%를 기록했다. 2022년에는 당기순이익 2조7738억원을 기록하고 현금배당으로 7655억원을 책정했다. 배당성향은 27.60%에 달했다. 배당성향을 계속 유지할 경우 많은 이익은 그만큼 많은 현금배당으로 돌아온다. 특히 최근 이익이 늘어나고 있음에도 금융지주 주가가 정체되고 있다는 점은 역설적으로 현시점에서 고배당을 받기에 유리하다는 신호다. 이익이 늘어난 만큼 주가가 올랐다면 투자에 필요한 원금이 늘어나며 시가 배당수익률이 낮아지기 때문이다.현재 국내 주요 금융지주의 체력은 '역대급'으로 평가된다. 이익 규모가 사상 최대치를 기록하고 있지만 한편으로는 최근 연체율 상승이 위험 요인으로 지목된다.하지만 이익의 '질'을 살펴보면 이야기는 달라진다. 국내 4대 금융지주는 올해 상반기 총 9조1824억원의 당기순이익을 기록했다. 이는 반기 기준 사상 최대 수준이다. 4대 금융지주는 이 같은 역대급 당기순이익이 더 클 수도 있었다. 하지만 '불확실한 미래'에 대비하는 보험금을 쌓느라 당기순이익 중 상당 부분이 깎였다. 4대 금융지주는 손실이 발생했을 경우 꺼내 쓸 수 있는 충당금을 올해 상반기에만 총 3조9242억원을 새로 쌓아뒀다. 현재 이익이 충당금을 쌓은 만큼 줄어들겠지만, 미래에 손실이 발생할 경우 쌓아둔 충당금을 도로 꺼내 그만큼 손실 규모를 줄일 수 있는 완충 장치가 마련된 것이다.금융당국 관계자는 ""국내 4대 금융지주는 해외 주요 선진국 은행에 견줘도 손색없는 이익 창출력과 손실 완충 능력을 동시에 완성해나가고 있다""고 평가했다. 금융권에서 볼멘소리가 나올 정도로 손실 흡수 능력 강화를 주문했지만, 결과적으로 이익 창출 규모도 시장 예상을 계속해서 웃돌고 있다. 국내 주요 금융주에 대한 투자 위험이 그 어느 때보다 낮아지고 있다는 평가가 나온다.이처럼 금융주가 은행 정기예금 대비 두루 투자 매력을 지녔지만, 그래도 주식이라는 본질에 대해서는 잊지 말아야 한다. 주가 등락에 따라 평가손실이 발생할 수 있는 위험이 분명히 존재하기 때문이다. 배당수익률이 높지만 중간에 목돈이 필요해 주식을 사들인 가격보다 낮은 가격에 처분할 경우에는 확정 손실을 입을 위험이 있다. 이 때문에 금융주 투자는 연금생활자 등 장기 투자자에게 가장 적합한 투자 방식이다.최근 10년간 금융주 주가를 보면 현재 4대 금융지주 주가는 10년래 최저와 최고가 사이 중간 수준을 기록하고 있다. 대장주인 KB금융의 경우 지난달 말 주가는 5만1000원이다. KB금융의 10년래 최저가는 2만5850원, 최고가는 6만9200원이다. 신한금융의 지난달 말 주가는 3만5050원이고, 10년래 최저가와 최고가는 각각 2만1850원과 5만5500원이다.금융주의 특징은 위기 국면 때 주가가 빠르게 내려가지만 결국엔 원래 주가로 돌아오는 복원력이 강하다는 점이다. 일례로 코로나19 직전인 2019년 말 4만7650원을 기록했던 KB금융 주가는 코로나19 발발 직후인 2020년 3월에 2만5850원까지 급락했다. 그리고 다시 지난달 말 5만1000원을 기록하며 코로나19 이전보다 높은 주가 수준을 기록하고 있다.금융권 관계자는 ""10년에 한 번꼴로 금융위기가 찾아오는 양상이 반복되다 보니 금융주는 주가가 저평가될 때 사서 10년 이상 버티면 손실이 나지 않는 패턴이 이어지고 있다""며 ""여유자금은 있는데 현재 이자소득에는 만족하지 못하는 은퇴생활자들이 고려해볼 만한 선택지 중 하나""라고 설명했다.[한우람 기자]",20230811,금융,news_9
"코스피, 외인·기관 동반 매도에 2600선 밑으로 [마감시황]","[서울=뉴시스] 김진아 기자 = 11일 서울 중구 하나은행 딜링룸에서 딜러들이 업무를 보고 있다. 이날 코스피는 전 거래일(2601.56)보다 10.30포인트(0.40%) 내린 2591.26에, 코스닥지수는 전 거래일(911.29)보다 0.91포인트(0.10%) 상승한 912.20에, 서울 외환시장에서 원·달러 환율은 전 거래일(1316.0원)보다 8.9원 오른 1324.9원에 마감했다. 2023.08.11. bluesoda@newsis.com[서울=뉴시스] 김경택 기자 = 코스피가 외국인과 기관의 동반 매도세에 2600선 밑으로 내려왔다.11일 코스피는 전일 대비 10.30포인트(0.40%) 내린 2591.26에 거래를 마쳤다. 이날 9.69포인트 상승 출발한 지수는 장 초반 2610선 위에서 거래됐지만 개장 후 40여분만에 약보합권으로 내리는 등 불안정한 흐름을 나타냈다. 이후 재차 상승하며 2600선을 지키는 듯했지만 오후1시20분께를 기점으로 하락전환한 뒤 약보합권에서 거래를 마쳤다.이경민 대신증권 연구원은 ""제한적인 거래 속에 2600선 전후에서 등락이 이어졌다""며 ""간밤 미국 7월 소비자물가지수(CPI) 발표 이후 안도감에도 증시 상승으로 이어지지는 못했다""고 말했다. 오히려 미 국채 금리 상승 부담과 외환시장 변동성 속에 반응하며 움직임이 제한됐다는 설명이다.이 연구원은 ""9월 연방공개시장위원회(FOMC)에서 기준금리 동결이 기정사실화된 가운데 11~12월 회의에 대해서도 기대감이 이미 강하게 유입된 상황""이라면서 ""이 가운데 미국 실물지표(15일 소매판매·16일 광공업생산) 결과가 중요하다. 예상보다 견조한 경제지표가 나올 경우 추가 금리 인상 가능성을 다시금 자극할 가능성이 있다""고 조언했다.이날 유가증권시장에서 외국인과 기관이 각각 1901억원, 67억원을 순매도했다. 반면 개인은 1837억원을 순매수했다. 업종별로 종이목재(-3.47%), 철강및금속(-2.31%), 의료정밀(-2.19%), 유통업(-1.08%), 섬유의복(-1.07%), 전기전자(-0.78%), 비금속광물(-0.77%), 서비스업(-0.71%), 화학(-0.67%) 등이 부진했다. 반면 음식료품(1.75%), 운수장비(1.59%), 보험(1.02%), 건설업(0.88%), 증권(0.69%) 등은 선방했다.시가총액 상위 종목들은 혼조세를 보였다. 대장주 삼성전자는 전일 대비 500원(0.74%) 내린 6만7500원에 거래를 마쳤고 LG에너지솔루션과 SK하이닉스는 각각 1.62%, 2.70% 내렸다. 그외 POSCO홀딩스(-3.51%), LG화학(-1.89%), NAVER(-1.33%), 포스코퓨처엠(-2.54%), 카카오(-1.90%) 등이 약세를 보인 반면 삼성SDI(1.77%), 현대차(1.11%), 기아(1.77%), 셀트리온(0.26%), 현대모비스(1.97%) 등은 강세를 나타냈다.코스닥지수는 0.91포인트(0.10%) 오른 912.20에 마감했다. 코스닥 시총 상위 종목 중에서는 셀트리온헬스케어, JYP Ent., 펄어비스, 셀트리온제약 등이 1~2%대 상승세를 나타낸 반면 에코프로비엠은 4% 넘게 내렸고 에코프로, 엘앤에프 등이 2% 넘게 떨어졌다. 포스코DX 역시 7% 가까이 급락했다．",20230811,금융,news_10
